Filial;Item NF;Produto;Descr Prod;Unidade;Segunda UM;Quantidade;Vlr.Unitario;Vlr.Total;Vlr.IPI;Vlr.ICMS;Tipo Entrada;Cod. Fiscal;Centro Custo;Ordem Servic;Ord Producao;Desc.Item;Aliq. IPI;Aliq. ICMS;Peso total;Natureza;C Contabil;Forn/Cliente;Loja;Item Conta;Documento;No do Pedido;Item do Ped.;Armazem;Serie;DT Digitacao;Qtde 2a UM;It.Doc Orig.;Docto. Orig.;Serie Orig.;Numero do CQ;ICMS Solid.;Ret. ICMS;Ident. PD3;Base Icms;Desconto;Lote Fornec.;Vlr.Base IPI;Lote;Sub-Lote;Valid. Lote;Chassi;Vlr.I.I.;TEC/NCM/QUAL;Num. Conhec.;Sit.Tribut.;Imobilizado;ICMS Comple.;Vlr. Frete;Rateio;Vlr. Despesa;Base de IRRF;Aliq. IRRF;Valor IRRF;Base de ISS;Aliq. ISS;Valor do ISS;Base de INSS;Aliq. INSS;Vlr. do INSS;Local Exter.;Classe Valor;Cod.Servico;Status Serv.;Endereco Ini;Estr.Fisica;Dsc.Est.Fis.;Regra WMS;Qt.Vinc.PCC.;Potencia Lot;Seq.Estrut.;TES Selecion;Grade;Item Grade;Vlr. Fethab;Ab. Val INSS;Base Fethab;Desc. ICMS;Item Vinculo;Grp.Nat.Rec.;Valor Cofins;Aliq. Fabov;Vinculo Doc.;Data Fabric.;Base Cofins;Base Facs;Base CSLL;Vlr Est Cred;Tab.Nat.Rec.;Abat. Mat.;Vlr. Fabov;Base Fabov;Cod. Norma;Base Pis;Aliq. Facs;Val Ant.ICMS;Aliq ICMS So;Vinc. Serie;Abatim. ISS;Sld.Depend.;Aliq. Fethab;Crd Pres Sim;Dt.Fim N.R.;Vlr. Facs;Cod.Nat.Rec.;Conferencia;Pr.Fundersul;Cod.Cat83;Cre.Pres. PR;Vlr FUNRURAL;Aliq Import;Tem Garantia;Bas.FUNRURAL;C Repos.4a M;ICMS ST Ante;Valor PIS;Base do SEST;Crd Pres SC;C Reposicao;C Repos.5a M;Valor SEST;Vl.Fundersul;Aliq. Pis;Alq FUNRURAL;Repos.2a M;Operador;Valor CSLL;B.ICMS ST An;Aliq. Cofins;UFERMS;Aliq. SEST;C Repos.3a M;Vl.Inc.Leite;Pr.Inc.Leite;Abatim. INSS;Val. COF M.;Marca;Vl.Senar;Base Senar;Val. PIS M.;Aliq.Senar;Cont. Imp.;Cod. Projeto;Id CFC;Codigo FCI;Vl.Cide;Base Cide;Aliq.Cide;Vl.ISS CPM;Bs.ISS CPM;Aliq. Famad;Alq.ISS CPM;Base Famad;Vlr. Famad;VL.Fumipeq;Base FUMIPEQ;Aliq.Fumipeq;Desc.Z.Franc;Val.Pis.ZFM;Val.Cof.ZFM;Enq. IPI;Base CPRB;Valor CPRB;Alíquota CPR;ICMS Difal;Perc. Origem;Perc. Destin;FECP Comp.;Aliq Comp.;Valor FECP;Fat.Desc.ICM;Val.Desc.ICM;Vlr.FUNDESA;Base FUNDESA;Aliq.FUNDESA;Vlr. IMA-MT;Base IMA-MT;Aliq. IMA-MT;Vlr.FASE-MT;Base FASE-MT;Aliq.FASE-MT;ICMS ST For;Cód Sit SN;Bas.INSS.Pt;Perc.INSS.Pt;Val.INSS.Pt;Cod.Fis.Forn;Numero CNO;Tipo Entrada;C. Trib. Mun;Tipo Repasse;Abat. Alim.;Aliq.FEEF.RJ;Bas.FEEF.RJ;Val.FEEF.RJ;Cod Nota Emp;Item Nt Emp;Ident.Exp.;Hr. Ult. Exp;Rev.Estrutur;Id DCF;Cod Distrib;Romaneio;Cód. Safra;Ctr. Orig.;Item Rom.;NFP Num.;NFP Serie;Vlr.OP.Dif;Aliq FCP Ant;A.ICMS ST An;Base FCP Ant;Vlr. FCP Ant;Sld. Export.;Val.PROT.GO;Bas.PROT.GO;Aliq.PROT.GO;Base FCP ST;Ind.Fcp.Aux.;Base FCP Pr.;Base FCP Cmp;Fat Direto;Dedução;Retenção;Cta Receita;Obs Cont;Obs Fisco;Tit ObsFisco;Tit ObsContr
0101;0001;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;200;9.7;1940;63.05;360.55;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000132210;047461;0002;01;000;12/07/2023;4;;;;;0;0;;2003.05;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;12/07/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0003;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;300;9.7;2910;94.58;540.82;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000132496;047672;0003;01;000;24/07/2023;6;;;;;0;0;;3004.58;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;24/07/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0002;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;250;9.7;2425;78.81;450.69;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000132880;047983;0002;01;000;07/08/2023;5;;;;;0;0;;2503.81;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;07/08/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0002;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;350;9.7;3395;110.34;630.96;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000133310;048162;0002;01;000;23/08/2023;7;;;;;0;0;;3505.34;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;23/08/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0001;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;350;9.7;3395;110.34;630.96;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000133692;048516;0001;01;000;04/09/2023;7;;;;;0;0;;3505.34;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;04/09/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0001;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;50;9.7;485;15.76;90.13;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000134064;048769;0001;01;000;25/09/2023;1;;;;;0;0;;500.76;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;  /  /    ;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0002;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;400;9.7;3880;126.1;721.1;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000134411;049094;0002;01;000;06/10/2023;8;;;;;0;0;;4006.1;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;06/10/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0002;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;300;9.7;2910;94.58;540.82;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000134794;049330;0002;01;000;19/10/2023;6;;;;;0;0;;3004.58;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;19/10/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0001;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;300;9.7;2910;94.58;540.83;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000135184;049639;0001;01;000;30/10/2023;6;;;;;0;0;;3004.58;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;  /  /    ;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0002;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;300;9.7;2910;94.58;540.82;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000135480;049925;0002;01;000;17/11/2023;6;;;;;0;0;;3004.58;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;17/11/2023;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;;;;;
0101;0001;LV000516;SM CONCENTRADO / SOLUPAN;LT;BB;300;9.7;2910;94.58;540.82;001;1126;120303;;;0;0;18;0;21710;31201022;69300028;0001;;000135841;050147;0001;01;000;29/11/2023;6;;;;;0;0;;3004.58;0;;0;;;  /  /    ;;0;;;000;;0;0;Nao;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0;;;;;0;0;0;0;;;0;0;;  /  /    ;0;0;0;0;;0;0;0;;0;0;0;18;;0;0;0;0;  /  /    ;0;;;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0.65;0;0;;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;;;;;
